id,camera_id,title,river,location,lat,lon,image_url,live_url,page_url,provider
japan-river-webcam-102561077,102561077,温井川１．７ｋ東橋,温井川,群馬県藤岡市岡之郷,36.275556,139.0925,https://cam.river.go.jp/cam/now/102561077.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=102561077&ownCd=2561&sysCamId=2561077,群馬県・国土交通省 川の防災情報
japan-river-webcam-101537086,101537086,温海川（月見橋付近）,温海川,鶴岡市湯温海,38.614758,139.610052,https://cam.river.go.jp/cam/now/101537086.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=101537086&ownCd=1537&sysCamId=1537086,山形県・国土交通省 川の防災情報
japan-river-webcam-100257145,100257145,温根別川  2.6Kp,温根別川,士別市温根別町１９８４－１地先,44.187458333,142.260757222,https://cam.river.go.jp/cam/now/100257145.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=100257145&ownCd=257&sysCamId=257145,北海道・国土交通省 川の防災情報
japan-river-webcam-102561184,102561184,温川１５.０ｋ須賀尾,温川,群馬県吾妻郡東吾妻町須賀尾,36.499404,138.682946,https://cam.river.go.jp/cam/now/102561184.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=102561184&ownCd=2561&sysCamId=2561184,群馬県・国土交通省 川の防災情報
japan-river-webcam-107178003,107178003,温泉,岸田川,美方郡新温泉町竹田,35.562111,134.473297,https://cam.river.go.jp/cam/now/107178003.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=107178003&ownCd=7178&sysCamId=7178003,新温泉土木事務所・国土交通省 川の防災情報
japan-river-webcam-111265123,111265123,温泉橋,山移川,大分県中津市耶馬渓大字深耶馬,33.3743844,131.166,https://cam.river.go.jp/cam/now/111265123.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=111265123&ownCd=11265&sysCamId=11265123,大分県土木建築部河川課・国土交通省 川の防災情報
japan-river-webcam-105121282,105121282,温泉大橋,蛭川,長野県長野市松代町東条字柳町3562ｰ34,36.57027777,138.2088888,https://cam.river.go.jp/cam/now/105121282.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=105121282&ownCd=5121&sysCamId=5121282,長野県建設部河川課・国土交通省 川の防災情報
japan-river-webcam-100257399,100257399,温寧川  0.9Kp,温寧川,北海道留萌郡小平町字鬼鹿代108番4地先河川敷,44.154416667,141.66225,https://cam.river.go.jp/cam/now/100257399.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=100257399&ownCd=257&sysCamId=257399,北海道・国土交通省 川の防災情報
japan-river-webcam-221335015,221335015,穏池排水機場前,笛吹川,山梨県甲府市,35.600238889,138.578047222,https://cam.river.go.jp/cam/now/cctv_190004_31C03886.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=221335015&ownCd=21335&sysCamId=21335015,甲府河川国道事務所・国土交通省 川の防災情報
japan-river-webcam-100257160,100257160,音威子府川  5.9Kp,音威子府川,中川郡音威子府村字音威子府１２２－１地先,44.768716667,142.249794444,https://cam.river.go.jp/cam/now/100257160.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=100257160&ownCd=257&sysCamId=257160,北海道・国土交通省 川の防災情報
